segment_id,parent_voyage,start_time,end_time,raw_points,num_1s_points,raw_csv,one_second_csv,source_points,output_points,raw_min_kw,pchip_min_kw,floating_negative_zeroed,split
operating_segment_0107,5月15日08_00_5月15日17_00,2024-05-15T08:00:24,2024-05-15T08:14:54,30,871,cleaned_30s_segments/operating_segment_0107.csv,operating_segments_1s_rebuilt/operating_segment_0107.csv,30,871,-6.999999999986184e-06,-6.999999999986184e-06,0,train
operating_segment_0108,5月15日08_00_5月15日17_00,2024-05-15T08:21:24,2024-05-15T16:43:25,1005,30122,cleaned_30s_segments/operating_segment_0108.csv,operating_segments_1s_rebuilt/operating_segment_0108.csv,1005,30122,-116.87170000000009,-116.87170000000009,0,train
operating_segment_0109,5月15日08_00_5月15日17_00,2024-05-15T16:50:25,2024-05-15T16:59:55,20,571,cleaned_30s_segments/operating_segment_0109.csv,operating_segments_1s_rebuilt/operating_segment_0109.csv,20,571,-0.067109,-0.067109,0,train
operating_segment_0110,5月17日08_00_5月17日18_00,2024-05-17T08:00:28,2024-05-17T08:10:28,21,601,cleaned_30s_segments/operating_segment_0110.csv,operating_segments_1s_rebuilt/operating_segment_0110.csv,21,601,-0.23302499999999948,-0.23302499999999948,0,train
operating_segment_0111,5月17日08_00_5月17日18_00,2024-05-17T08:16:28,2024-05-17T11:33:28,395,11821,cleaned_30s_segments/operating_segment_0111.csv,operating_segments_1s_rebuilt/operating_segment_0111.csv,395,11821,-64.51850000000002,-64.51850000000002,0,train
operating_segment_0112,5月17日08_00_5月17日18_00,2024-05-17T11:39:58,2024-05-17T12:37:28,116,3451,cleaned_30s_segments/operating_segment_0112.csv,operating_segments_1s_rebuilt/operating_segment_0112.csv,116,3451,-0.10880200000000001,-0.10880200000000001,0,train
operating_segment_0113,5月17日08_00_5月17日18_00,2024-05-17T12:39:29,2024-05-17T12:50:28,23,660,cleaned_30s_segments/operating_segment_0113.csv,operating_segments_1s_rebuilt/operating_segment_0113.csv,23,660,-0.11501499999999998,-0.11501499999999998,0,train
operating_segment_0114,5月17日08_00_5月17日18_00,2024-05-17T12:58:28,2024-05-17T13:05:28,15,421,cleaned_30s_segments/operating_segment_0114.csv,operating_segments_1s_rebuilt/operating_segment_0114.csv,15,421,-0.11791599999999999,-0.11791599999999999,0,train
operating_segment_0115,5月17日08_00_5月17日18_00,2024-05-17T13:07:28,2024-05-17T14:00:28,107,3181,cleaned_30s_segments/operating_segment_0115.csv,operating_segments_1s_rebuilt/operating_segment_0115.csv,107,3181,-0.126388,-0.126388,0,train
operating_segment_0116,5月17日08_00_5月17日18_00,2024-05-17T14:02:29,2024-05-17T14:04:29,5,121,cleaned_30s_segments/operating_segment_0116.csv,operating_segments_1s_rebuilt/operating_segment_0116.csv,5,121,-0.125266,-0.125266,0,train
operating_segment_0117,5月17日08_00_5月17日18_00,2024-05-17T14:06:28,2024-05-17T15:39:29,187,5582,cleaned_30s_segments/operating_segment_0117.csv,operating_segments_1s_rebuilt/operating_segment_0117.csv,187,5582,-0.125266,-0.125266,0,train
operating_segment_0118,5月17日08_00_5月17日18_00,2024-05-17T15:45:29,2024-05-17T17:39:59,230,6871,cleaned_30s_segments/operating_segment_0118.csv,operating_segments_1s_rebuilt/operating_segment_0118.csv,230,6871,-6.301600000000008,-6.301600000000008,0,train
operating_segment_0119,5月17日08_00_5月17日18_00,2024-05-17T17:46:29,2024-05-17T17:59:59,28,811,cleaned_30s_segments/operating_segment_0119.csv,operating_segments_1s_rebuilt/operating_segment_0119.csv,28,811,-0.039417,-0.039417,0,train
operating_segment_0120,5月20日08_00_5月20日18_00,2024-05-20T08:00:03,2024-05-20T08:21:33,44,1291,cleaned_30s_segments/operating_segment_0120.csv,operating_segments_1s_rebuilt/operating_segment_0120.csv,44,1291,-0.012369999999999978,-0.012369999999999978,0,train
operating_segment_0121,5月20日08_00_5月20日18_00,2024-05-20T08:29:33,2024-05-20T13:59:34,661,19802,cleaned_30s_segments/operating_segment_0121.csv,operating_segments_1s_rebuilt/operating_segment_0121.csv,661,19802,-101.27269999999999,-101.27269999999999,0,train
operating_segment_0122,5月20日08_00_5月20日18_00,2024-05-20T14:09:34,2024-05-20T15:18:04,138,4111,cleaned_30s_segments/operating_segment_0122.csv,operating_segments_1s_rebuilt/operating_segment_0122.csv,138,4111,-109.50277300000002,-109.50277300000002,0,train
operating_segment_0123,5月20日08_00_5月20日18_00,2024-05-20T15:24:34,2024-05-20T17:31:34,255,7621,cleaned_30s_segments/operating_segment_0123.csv,operating_segments_1s_rebuilt/operating_segment_0123.csv,255,7621,-53.59389999999999,-53.59389999999999,0,train
operating_segment_0124,5月20日08_00_5月20日18_00,2024-05-20T17:38:34,2024-05-20T17:59:34,43,1261,cleaned_30s_segments/operating_segment_0124.csv,operating_segments_1s_rebuilt/operating_segment_0124.csv,43,1261,-90.941636,-90.941636,0,train
operating_segment_0125,5月21日05_00_5月21日11_00,2024-05-21T05:00:05,2024-05-21T05:29:05,59,1741,cleaned_30s_segments/operating_segment_0125.csv,operating_segments_1s_rebuilt/operating_segment_0125.csv,59,1741,-0.740619,-0.740619,0,train
operating_segment_0126,5月21日05_00_5月21日11_00,2024-05-21T05:36:05,2024-05-21T10:34:35,598,17911,cleaned_30s_segments/operating_segment_0126.csv,operating_segments_1s_rebuilt/operating_segment_0126.csv,598,17911,-100.26459999999997,-100.26459999999997,0,train
operating_segment_0127,5月21日05_00_5月21日11_00,2024-05-21T10:40:35,2024-05-21T10:59:35,39,1141,cleaned_30s_segments/operating_segment_0127.csv,operating_segments_1s_rebuilt/operating_segment_0127.csv,39,1141,-0.098007,-0.098007,0,train
operating_segment_0128,5月24日08_00_5月24日19_00,2024-05-24T08:00:12,2024-05-24T08:08:12,17,481,cleaned_30s_segments/operating_segment_0128.csv,operating_segments_1s_rebuilt/operating_segment_0128.csv,17,481,0.0016790000000000416,0.0016790000000000416,0,train
operating_segment_0129,5月24日08_00_5月24日19_00,2024-05-24T08:14:12,2024-05-24T16:59:43,1052,31532,cleaned_30s_segments/operating_segment_0129.csv,operating_segments_1s_rebuilt/operating_segment_0129.csv,1052,31532,-86.34299999999996,-86.34299999999996,0,train
operating_segment_0130,5月27日08_00_5月27日19_00,2024-05-27T08:00:20,2024-05-27T08:12:20,25,721,cleaned_30s_segments/operating_segment_0130.csv,operating_segments_1s_rebuilt/operating_segment_0130.csv,25,721,0.003881000000000037,0.003881000000000037,0,train
operating_segment_0131,5月27日08_00_5月27日19_00,2024-05-27T08:18:50,2024-05-27T11:04:21,332,9932,cleaned_30s_segments/operating_segment_0131.csv,operating_segments_1s_rebuilt/operating_segment_0131.csv,332,9932,33.35962,33.35962,0,train
operating_segment_0132,5月27日08_00_5月27日19_00,2024-05-27T11:10:21,2024-05-27T14:06:51,354,10591,cleaned_30s_segments/operating_segment_0132.csv,operating_segments_1s_rebuilt/operating_segment_0132.csv,354,10591,-0.13581000000000001,-0.13581000000000001,0,train
operating_segment_0133,5月27日08_00_5月27日19_00,2024-05-27T14:12:51,2024-05-27T14:50:51,77,2281,cleaned_30s_segments/operating_segment_0133.csv,operating_segments_1s_rebuilt/operating_segment_0133.csv,77,2281,-0.13581000000000001,-0.13581000000000001,0,train
operating_segment_0134,5月27日08_00_5月27日19_00,2024-05-27T14:52:51,2024-05-27T15:01:51,19,541,cleaned_30s_segments/operating_segment_0134.csv,operating_segments_1s_rebuilt/operating_segment_0134.csv,19,541,-0.13245,-0.13245,0,train
operating_segment_0135,5月27日08_00_5月27日19_00,2024-05-27T15:11:51,2024-05-27T15:29:51,37,1081,cleaned_30s_segments/operating_segment_0135.csv,operating_segments_1s_rebuilt/operating_segment_0135.csv,37,1081,-0.13245,-0.13245,0,train
operating_segment_0136,5月27日08_00_5月27日19_00,2024-05-27T15:35:51,2024-05-27T15:39:51,9,241,cleaned_30s_segments/operating_segment_0136.csv,operating_segments_1s_rebuilt/operating_segment_0136.csv,9,241,-19.6944,-19.6944,0,train
operating_segment_0137,5月27日08_00_5月27日19_00,2024-05-27T15:43:51,2024-05-27T16:19:01,73,2111,cleaned_30s_segments/operating_segment_0137.csv,operating_segments_1s_rebuilt/operating_segment_0137.csv,73,2111,-64.97709999999998,-64.97709999999998,0,train
operating_segment_0138,5月27日08_00_5月27日19_00,2024-05-27T16:19:21,2024-05-27T18:00:51,204,6091,cleaned_30s_segments/operating_segment_0138.csv,operating_segments_1s_rebuilt/operating_segment_0138.csv,204,6091,-62.0487,-62.0487,0,train
operating_segment_0139,5月27日08_00_5月27日19_00,2024-05-27T18:06:51,2024-05-27T18:59:51,107,3181,cleaned_30s_segments/operating_segment_0139.csv,operating_segments_1s_rebuilt/operating_segment_0139.csv,107,3181,-0.081203,-0.081203,0,train
operating_segment_0140,5月29日14_00_5月29日17_00,2024-05-29T14:00:26,2024-05-29T14:05:26,11,301,cleaned_30s_segments/operating_segment_0140.csv,operating_segments_1s_rebuilt/operating_segment_0140.csv,11,301,0.004525000000000036,0.004525000000000036,0,train
operating_segment_0141,5月29日14_00_5月29日17_00,2024-05-29T14:15:26,2024-05-29T16:29:27,269,8042,cleaned_30s_segments/operating_segment_0141.csv,operating_segments_1s_rebuilt/operating_segment_0141.csv,269,8042,-34.34568,-34.34568,0,train
operating_segment_0142,5月29日14_00_5月29日17_00,2024-05-29T16:35:57,2024-05-29T16:50:27,30,871,cleaned_30s_segments/operating_segment_0142.csv,operating_segments_1s_rebuilt/operating_segment_0142.csv,30,871,-0.10322999999999999,-0.10322999999999997,0,train
operating_segment_0143,5月29日14_00_5月29日17_00,2024-05-29T16:53:27,2024-05-29T16:57:27,9,241,cleaned_30s_segments/operating_segment_0143.csv,operating_segments_1s_rebuilt/operating_segment_0143.csv,9,241,-0.10724,-0.10724000000000002,0,train
operating_segment_0144,5月29日14_00_5月29日17_00,2024-05-29T16:59:27,2024-05-29T16:59:57,2,31,cleaned_30s_segments/operating_segment_0144.csv,operating_segments_1s_rebuilt/operating_segment_0144.csv,2,31,-0.10667800000000001,-0.10667800000000001,0,train
operating_segment_0145,5月30日05_00_5月30日17_00,2024-05-30T05:00:28,2024-05-30T05:18:28,37,1081,cleaned_30s_segments/operating_segment_0145.csv,operating_segments_1s_rebuilt/operating_segment_0145.csv,37,1081,-0.009600999999999985,-0.009600999999999985,0,train
operating_segment_0146,5月30日05_00_5月30日17_00,2024-05-30T05:25:28,2024-05-30T15:58:30,1267,37983,cleaned_30s_segments/operating_segment_0146.csv,operating_segments_1s_rebuilt/operating_segment_0146.csv,1267,37983,-139.1232,-139.1232,0,train
operating_segment_0147,5月30日05_00_5月30日17_00,2024-05-30T16:05:30,2024-05-30T16:59:30,109,3241,cleaned_30s_segments/operating_segment_0147.csv,operating_segments_1s_rebuilt/operating_segment_0147.csv,109,3241,-0.096502,-0.096502,0,train
operating_segment_0148,6月4日08_00_6月4日12_00,2024-06-04T08:00:12,2024-06-04T08:37:42,76,2251,cleaned_30s_segments/operating_segment_0148.csv,operating_segments_1s_rebuilt/operating_segment_0148.csv,76,2251,0.0033650000000000277,0.0033650000000000277,0,train
operating_segment_0149,6月4日08_00_6月4日12_00,2024-06-04T08:43:42,2024-06-04T11:15:42,305,9121,cleaned_30s_segments/operating_segment_0149.csv,operating_segments_1s_rebuilt/operating_segment_0149.csv,305,9121,28.916330000000002,28.916330000000002,0,train
operating_segment_0150,6月4日08_00_6月4日12_00,2024-06-04T11:21:42,2024-06-04T11:48:42,55,1621,cleaned_30s_segments/operating_segment_0150.csv,operating_segments_1s_rebuilt/operating_segment_0150.csv,55,1621,-0.10222400000000001,-0.10222400000000001,0,train
operating_segment_0151,6月4日08_00_6月4日12_00,2024-06-04T11:58:42,2024-06-04T11:59:42,3,61,cleaned_30s_segments/operating_segment_0151.csv,operating_segments_1s_rebuilt/operating_segment_0151.csv,3,61,-0.111257,-0.111257,0,train
operating_segment_0152,6月5日08_00_6月5日19_00,2024-06-05T08:00:14,2024-06-05T08:08:44,18,511,cleaned_30s_segments/operating_segment_0152.csv,operating_segments_1s_rebuilt/operating_segment_0152.csv,18,511,-0.014098999999999987,-0.014098999999999987,0,train
operating_segment_0153,6月5日08_00_6月5日19_00,2024-06-05T08:14:44,2024-06-05T11:06:14,344,10291,cleaned_30s_segments/operating_segment_0153.csv,operating_segments_1s_rebuilt/operating_segment_0153.csv,344,10291,29.39057,29.39057,0,train
operating_segment_0154,6月5日08_00_6月5日19_00,2024-06-05T11:13:14,2024-06-05T11:45:15,65,1922,cleaned_30s_segments/operating_segment_0154.csv,operating_segments_1s_rebuilt/operating_segment_0154.csv,65,1922,-0.10368899999999998,-0.10368899999999998,0,train
operating_segment_0155,6月5日08_00_6月5日19_00,2024-06-05T11:49:15,2024-06-05T11:52:15,7,181,cleaned_30s_segments/operating_segment_0155.csv,operating_segments_1s_rebuilt/operating_segment_0155.csv,7,181,-0.10985500000000001,-0.10985500000000001,0,train
operating_segment_0156,6月5日08_00_6月5日19_00,2024-06-05T12:11:15,2024-06-05T14:27:15,273,8161,cleaned_30s_segments/operating_segment_0156.csv,operating_segments_1s_rebuilt/operating_segment_0156.csv,273,8161,-0.11945700000000001,-0.11945700000000001,0,train
operating_segment_0157,6月5日08_00_6月5日19_00,2024-06-05T14:33:15,2024-06-05T17:59:15,413,12361,cleaned_30s_segments/operating_segment_0157.csv,operating_segments_1s_rebuilt/operating_segment_0157.csv,413,12361,19.965767999999997,19.965767999999997,0,train
operating_segment_0158,6月5日08_00_6月5日19_00,2024-06-05T18:05:45,2024-06-05T18:06:15,2,31,cleaned_30s_segments/operating_segment_0158.csv,operating_segments_1s_rebuilt/operating_segment_0158.csv,2,31,-0.10998600000000001,-0.10998600000000001,0,train
operating_segment_0159,6月5日08_00_6月5日19_00,2024-06-05T18:14:15,2024-06-05T18:19:15,11,301,cleaned_30s_segments/operating_segment_0159.csv,operating_segments_1s_rebuilt/operating_segment_0159.csv,11,301,-0.110547,-0.110547,0,train
operating_segment_0160,6月5日08_00_6月5日19_00,2024-06-05T18:25:15,2024-06-05T18:54:15,59,1741,cleaned_30s_segments/operating_segment_0160.csv,operating_segments_1s_rebuilt/operating_segment_0160.csv,59,1741,-0.112888,-0.112888,0,train
operating_segment_0161,6月6日10_00_6月6日21_00,2024-06-06T10:00:16,2024-06-06T10:09:16,19,541,cleaned_30s_segments/operating_segment_0161.csv,operating_segments_1s_rebuilt/operating_segment_0161.csv,19,541,0.003189000000000032,0.003189000000000032,0,train
operating_segment_0162,6月6日10_00_6月6日21_00,2024-06-06T10:16:16,2024-06-06T17:38:17,885,26522,cleaned_30s_segments/operating_segment_0162.csv,operating_segments_1s_rebuilt/operating_segment_0162.csv,885,26522,28.88901,28.88901,0,train
operating_segment_0163,6月6日10_00_6月6日21_00,2024-06-06T17:44:17,2024-06-06T19:14:17,181,5401,cleaned_30s_segments/operating_segment_0163.csv,operating_segments_1s_rebuilt/operating_segment_0163.csv,181,5401,-0.09954500000000001,-0.09954500000000001,0,train
operating_segment_0164,6月6日10_00_6月6日21_00,2024-06-06T19:22:47,2024-06-06T20:01:47,79,2341,cleaned_30s_segments/operating_segment_0164.csv,operating_segments_1s_rebuilt/operating_segment_0164.csv,79,2341,19.368428,19.368428,0,train
operating_segment_0165,6月6日10_00_6月6日21_00,2024-06-06T20:08:47,2024-06-06T20:40:17,64,1891,cleaned_30s_segments/operating_segment_0165.csv,operating_segments_1s_rebuilt/operating_segment_0165.csv,64,1891,18.251235000000005,18.251235000000005,0,train
operating_segment_0166,6月6日10_00_6月6日21_00,2024-06-06T20:47:47,2024-06-06T20:53:47,13,361,cleaned_30s_segments/operating_segment_0166.csv,operating_segments_1s_rebuilt/operating_segment_0166.csv,13,361,21.022890999999998,21.022890999999998,0,train
operating_segment_0167,6月7日00_00_6月7日24_00,2024-06-07T00:00:18,2024-06-07T01:52:48,226,6751,cleaned_30s_segments/operating_segment_0167.csv,operating_segments_1s_rebuilt/operating_segment_0167.csv,226,6751,-108.29413399999999,-108.29413399999999,0,train
operating_segment_0168,6月7日00_00_6月7日24_00,2024-06-07T01:59:48,2024-06-07T08:59:18,840,25171,cleaned_30s_segments/operating_segment_0168.csv,operating_segments_1s_rebuilt/operating_segment_0168.csv,840,25171,-0.121559,-0.121559,0,train
operating_segment_0169,6月7日00_00_6月7日24_00,2024-06-07T09:05:18,2024-06-07T11:34:48,300,8971,cleaned_30s_segments/operating_segment_0169.csv,operating_segments_1s_rebuilt/operating_segment_0169.csv,300,8971,35.33727,35.33727,0,train
operating_segment_0170,6月7日00_00_6月7日24_00,2024-06-07T11:41:18,2024-06-07T15:13:49,426,12752,cleaned_30s_segments/operating_segment_0170.csv,operating_segments_1s_rebuilt/operating_segment_0170.csv,426,12752,-0.10256200000000001,-0.10256200000000001,0,train
operating_segment_0171,6月7日00_00_6月7日24_00,2024-06-07T15:20:49,2024-06-07T15:27:49,15,421,cleaned_30s_segments/operating_segment_0171.csv,operating_segments_1s_rebuilt/operating_segment_0171.csv,15,421,30.868648000000004,30.868648000000004,0,train
operating_segment_0172,6月7日00_00_6月7日24_00,2024-06-07T15:34:19,2024-06-07T23:59:50,1012,30332,cleaned_30s_segments/operating_segment_0172.csv,operating_segments_1s_rebuilt/operating_segment_0172.csv,1012,30332,-0.10409600000000001,-0.10409600000000001,0,train
operating_segment_0173,6月11日08_00_6月11日11_00,2024-06-11T08:00:00,2024-06-11T08:05:00,11,301,cleaned_30s_segments/operating_segment_0173.csv,operating_segments_1s_rebuilt/operating_segment_0173.csv,11,301,-0.122063,-0.122063,0,train
operating_segment_0174,6月11日08_00_6月11日11_00,2024-06-11T08:09:00,2024-06-11T08:11:30,6,151,cleaned_30s_segments/operating_segment_0174.csv,operating_segments_1s_rebuilt/operating_segment_0174.csv,6,151,-0.121552,-0.121552,0,train
operating_segment_0175,6月11日08_00_6月11日11_00,2024-06-11T08:18:30,2024-06-11T10:39:31,283,8462,cleaned_30s_segments/operating_segment_0175.csv,operating_segments_1s_rebuilt/operating_segment_0175.csv,283,8462,30.086252000000005,30.086252000000005,0,train
operating_segment_0176,6月11日08_00_6月11日11_00,2024-06-11T10:46:31,2024-06-11T10:59:31,27,781,cleaned_30s_segments/operating_segment_0176.csv,operating_segments_1s_rebuilt/operating_segment_0176.csv,27,781,-0.059752999999999994,-0.059752999999999994,0,train
operating_segment_0177,6月12日14_00_6月12日17_00,2024-06-12T14:00:05,2024-06-12T14:30:35,62,1831,cleaned_30s_segments/operating_segment_0177.csv,operating_segments_1s_rebuilt/operating_segment_0177.csv,62,1831,-0.10547600000000001,-0.10547600000000001,0,train
operating_segment_0178,6月12日14_00_6月12日17_00,2024-06-12T14:39:05,2024-06-12T16:18:05,199,5941,cleaned_30s_segments/operating_segment_0178.csv,operating_segments_1s_rebuilt/operating_segment_0178.csv,199,5941,31.11832,31.118320000000004,0,train
operating_segment_0179,6月12日14_00_6月12日17_00,2024-06-12T16:24:36,2024-06-12T16:59:35,71,2100,cleaned_30s_segments/operating_segment_0179.csv,operating_segments_1s_rebuilt/operating_segment_0179.csv,71,2100,-0.039352,-0.039352,0,train
operating_segment_0180,6月13日08_00_6月13日14_00,2024-06-13T08:00:08,2024-06-13T13:45:09,691,20702,cleaned_30s_segments/operating_segment_0180.csv,operating_segments_1s_rebuilt/operating_segment_0180.csv,691,20702,31.024482,31.024482,0,train
operating_segment_0181,6月13日08_00_6月13日14_00,2024-06-13T13:51:39,2024-06-13T13:59:39,17,481,cleaned_30s_segments/operating_segment_0181.csv,operating_segments_1s_rebuilt/operating_segment_0181.csv,17,481,-0.036573999999999995,-0.036573999999999995,0,train
operating_segment_0182,6月14日08_00_6月15日18_00,2024-06-14T08:00:14,2024-06-14T09:04:14,128,3841,cleaned_30s_segments/operating_segment_0182.csv,operating_segments_1s_rebuilt/operating_segment_0182.csv,128,3841,-0.089338,-0.089338,0,train
operating_segment_0183,6月14日08_00_6月15日18_00,2024-06-14T09:11:14,2024-06-14T17:15:46,970,29073,cleaned_30s_segments/operating_segment_0183.csv,operating_segments_1s_rebuilt/operating_segment_0183.csv,970,29073,33.673668,33.673668,0,train
operating_segment_0184,6月14日08_00_6月15日18_00,2024-06-14T17:22:46,2024-06-14T18:28:16,132,3931,cleaned_30s_segments/operating_segment_0184.csv,operating_segments_1s_rebuilt/operating_segment_0184.csv,132,3931,-0.051570000000000005,-0.051570000000000005,0,train
operating_segment_0185,6月14日08_00_6月15日18_00,2024-06-14T18:34:16,2024-06-14T19:37:46,128,3811,cleaned_30s_segments/operating_segment_0185.csv,operating_segments_1s_rebuilt/operating_segment_0185.csv,128,3811,-105.83213400000001,-105.83213400000001,0,train
operating_segment_0186,6月14日08_00_6月15日18_00,2024-06-14T19:44:46,2024-06-15T00:27:46,567,16981,cleaned_30s_segments/operating_segment_0186.csv,operating_segments_1s_rebuilt/operating_segment_0186.csv,567,16981,29.414063,29.414063,0,train
operating_segment_0187,6月14日08_00_6月15日18_00,2024-06-15T00:34:16,2024-06-15T09:28:18,1069,32043,cleaned_30s_segments/operating_segment_0187.csv,operating_segments_1s_rebuilt/operating_segment_0187.csv,1069,32043,-110.106457,-110.106457,0,train
operating_segment_0188,6月14日08_00_6月15日18_00,2024-06-15T09:34:48,2024-06-15T12:48:18,388,11611,cleaned_30s_segments/operating_segment_0188.csv,operating_segments_1s_rebuilt/operating_segment_0188.csv,388,11611,-69.954526,-69.954526,0,train
operating_segment_0189,6月14日08_00_6月15日18_00,2024-06-15T12:50:18,2024-06-15T15:34:19,329,9842,cleaned_30s_segments/operating_segment_0189.csv,operating_segments_1s_rebuilt/operating_segment_0189.csv,329,9842,-56.48311199999999,-56.48311199999999,0,train
operating_segment_0190,6月14日08_00_6月15日18_00,2024-06-15T15:36:19,2024-06-15T16:12:19,73,2161,cleaned_30s_segments/operating_segment_0190.csv,operating_segments_1s_rebuilt/operating_segment_0190.csv,73,2161,-56.803112000000006,-56.803112000000006,0,train
operating_segment_0191,6月14日08_00_6月15日18_00,2024-06-15T16:14:19,2024-06-15T16:33:49,40,1171,cleaned_30s_segments/operating_segment_0191.csv,operating_segments_1s_rebuilt/operating_segment_0191.csv,40,1171,-47.877249000000006,-47.877249000000006,0,train
operating_segment_0192,6月14日08_00_6月15日18_00,2024-06-15T16:39:49,2024-06-15T16:40:19,2,31,cleaned_30s_segments/operating_segment_0192.csv,operating_segments_1s_rebuilt/operating_segment_0192.csv,2,31,-0.021924000000000003,-0.021924000000000003,0,train
operating_segment_0193,6月14日08_00_6月15日18_00,2024-06-15T16:41:19,2024-06-15T16:49:49,18,511,cleaned_30s_segments/operating_segment_0193.csv,operating_segments_1s_rebuilt/operating_segment_0193.csv,18,511,-0.20759199999999933,-0.20759199999999933,0,train
operating_segment_0194,6月14日08_00_6月15日18_00,2024-06-15T16:55:49,2024-06-15T16:59:49,9,241,cleaned_30s_segments/operating_segment_0194.csv,operating_segments_1s_rebuilt/operating_segment_0194.csv,9,241,-70.406812,-70.406812,0,train
operating_segment_0195,6月14日08_00_6月15日18_00,2024-06-15T17:06:49,2024-06-15T17:59:49,107,3181,cleaned_30s_segments/operating_segment_0195.csv,operating_segments_1s_rebuilt/operating_segment_0195.csv,107,3181,-0.038221000000000005,-0.038221000000000005,0,train
operating_segment_0196,6月17日09_00_6月17日16_00,2024-06-17T09:00:26,2024-06-17T09:01:56,4,91,cleaned_30s_segments/operating_segment_0196.csv,operating_segments_1s_rebuilt/operating_segment_0196.csv,4,91,-0.106787,-0.106787,0,validation
operating_segment_0197,6月17日09_00_6月17日16_00,2024-06-17T09:05:56,2024-06-17T09:19:56,29,841,cleaned_30s_segments/operating_segment_0197.csv,operating_segments_1s_rebuilt/operating_segment_0197.csv,29,841,-0.106829,-0.106829,0,validation
operating_segment_0198,6月17日09_00_6月17日16_00,2024-06-17T09:32:26,2024-06-17T15:11:26,679,20341,cleaned_30s_segments/operating_segment_0198.csv,operating_segments_1s_rebuilt/operating_segment_0198.csv,679,20341,29.566391,29.566391,0,validation
operating_segment_0199,6月17日09_00_6月17日16_00,2024-06-17T15:17:26,2024-06-17T15:59:56,86,2551,cleaned_30s_segments/operating_segment_0199.csv,operating_segments_1s_rebuilt/operating_segment_0199.csv,86,2551,-0.0876,-0.0876,0,validation
operating_segment_0200,6月20日08_00_6月20日16_00,2024-06-20T08:00:07,2024-06-20T09:10:07,141,4201,cleaned_30s_segments/operating_segment_0200.csv,operating_segments_1s_rebuilt/operating_segment_0200.csv,141,4201,-0.102852,-0.102852,0,validation
operating_segment_0201,6月20日08_00_6月20日16_00,2024-06-20T09:16:37,2024-06-20T14:45:08,658,19712,cleaned_30s_segments/operating_segment_0201.csv,operating_segments_1s_rebuilt/operating_segment_0201.csv,658,19712,33.813767999999996,33.813767999999996,0,validation
operating_segment_0202,6月20日08_00_6月20日16_00,2024-06-20T14:51:08,2024-06-20T15:59:38,138,4111,cleaned_30s_segments/operating_segment_0202.csv,operating_segments_1s_rebuilt/operating_segment_0202.csv,138,4111,-0.080981,-0.080981,0,validation
operating_segment_0203,6月26日08_00_6月26日13_00,2024-06-26T08:01:58,2024-06-26T08:04:58,7,181,cleaned_30s_segments/operating_segment_0203.csv,operating_segments_1s_rebuilt/operating_segment_0203.csv,7,181,-0.109557,-0.109557,0,validation
operating_segment_0204,6月26日08_00_6月26日13_00,2024-06-26T08:07:28,2024-06-26T08:07:58,2,31,cleaned_30s_segments/operating_segment_0204.csv,operating_segments_1s_rebuilt/operating_segment_0204.csv,2,31,-0.109557,-0.109557,0,validation
operating_segment_0205,6月26日08_00_6月26日13_00,2024-06-26T08:14:58,2024-06-26T10:51:28,314,9391,cleaned_30s_segments/operating_segment_0205.csv,operating_segments_1s_rebuilt/operating_segment_0205.csv,314,9391,29.145569999999996,29.145569999999996,0,validation
operating_segment_0206,6月26日08_00_6月26日13_00,2024-06-26T11:01:58,2024-06-26T12:20:58,159,4741,cleaned_30s_segments/operating_segment_0206.csv,operating_segments_1s_rebuilt/operating_segment_0206.csv,159,4741,39.21633,39.21633,0,validation
operating_segment_0207,6月26日08_00_6月26日13_00,2024-06-26T12:26:58,2024-06-26T12:59:58,67,1981,cleaned_30s_segments/operating_segment_0207.csv,operating_segments_1s_rebuilt/operating_segment_0207.csv,67,1981,-0.062613,-0.062613,0,validation
operating_segment_0208,6月28日08_00_6月28日15_00,2024-06-28T08:00:02,2024-06-28T08:03:03,7,182,cleaned_30s_segments/operating_segment_0208.csv,operating_segments_1s_rebuilt/operating_segment_0208.csv,7,182,-0.118206,-0.118206,0,validation
operating_segment_0209,6月28日08_00_6月28日15_00,2024-06-28T08:13:03,2024-06-28T08:52:03,79,2341,cleaned_30s_segments/operating_segment_0209.csv,operating_segments_1s_rebuilt/operating_segment_0209.csv,79,2341,-0.12102000000000002,-0.12102000000000002,0,validation
operating_segment_0210,6月28日08_00_6月28日15_00,2024-06-28T08:59:33,2024-06-28T14:13:33,629,18841,cleaned_30s_segments/operating_segment_0210.csv,operating_segments_1s_rebuilt/operating_segment_0210.csv,629,18841,34.23733,34.23733,0,validation
operating_segment_0211,6月28日08_00_6月28日15_00,2024-06-28T14:19:33,2024-06-28T14:59:34,81,2402,cleaned_30s_segments/operating_segment_0211.csv,operating_segments_1s_rebuilt/operating_segment_0211.csv,81,2402,-0.078121,-0.078121,0,validation
operating_segment_0212,6月30日05_00_6月30日11_00,2024-06-30T05:00:09,2024-06-30T05:06:09,13,361,cleaned_30s_segments/operating_segment_0212.csv,operating_segments_1s_rebuilt/operating_segment_0212.csv,13,361,-0.10281399999999999,-0.102814,0,validation
operating_segment_0213,6月30日05_00_6月30日11_00,2024-06-30T05:08:09,2024-06-30T05:20:39,26,751,cleaned_30s_segments/operating_segment_0213.csv,operating_segments_1s_rebuilt/operating_segment_0213.csv,26,751,-0.24770100000000023,-0.24770100000000023,0,validation
