sample_id,parent,split,side,timestamp,load_kw,speed_kn,measured_fc_kw,measured_battery_kw,measured_soc_pct,boundary_kind,natural_transition_observed,neighbor_timestamp,neighbor_load_kw,neighbor_speed_kn,neighbor_state_class,evidence
test_parent_025_01,5月8日08_00_5月8日17_00,test,end,2024-05-08 16:07:05,42.84741,0,0,42.84741,39.6166666667,arrival_before_long_stop,True,2024-05-08 16:07:35,36.64064,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_026_01,5月9日08_00_5月9日17_00,train,start,2024-05-09 08:20:37,44.01002,0,0,44.01002,82.8083333333,source_time_gap,True,2024-05-09 08:13:38,,0,invalid_power_alignment,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_026_01,5月9日08_00_5月9日17_00,train,end,2024-05-09 08:43:37,73.84364,1.8,168,-94.15636,80.5583333333,ambiguous_external_supply,False,2024-05-09 08:44:07,79.59792,0,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_026_02,5月9日08_00_5月9日17_00,train,start,2024-05-09 08:46:37,172.864964,0.2,170,2.864964,80.7083333333,ambiguous_external_supply,False,2024-05-09 08:46:07,151.11823,0.1,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_026_02,5月9日08_00_5月9日17_00,train,end,2024-05-09 09:25:38,90.1218,1.9,246,-155.8782,76.6833333333,ambiguous_external_supply,False,2024-05-09 09:26:08,74.43,0.0952380952381,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_026_03,5月9日08_00_5月9日17_00,train,start,2024-05-09 09:30:08,257.37508,0.552380952381,246,11.37508,77.1416666667,ambiguous_external_supply,False,2024-05-09 09:29:38,233.7816,0.1,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_026_03,5月9日08_00_5月9日17_00,train,end,2024-05-09 09:54:38,72.5807,1.15,246,-173.4193,73.9583333333,ambiguous_external_supply,False,2024-05-09 09:55:08,75.0613,0.4,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_026_04,5月9日08_00_5月9日17_00,train,start,2024-05-09 10:05:38,154.7785,2.1,172,-17.2215,75.1,ambiguous_external_supply,False,2024-05-09 10:05:08,120.696074,0.3,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_026_04,5月9日08_00_5月9日17_00,train,end,2024-05-09 11:08:08,31.069016,0,0,31.069016,67.25,confirmed_shore,True,2024-05-09 11:08:38,-11.518386,0,confirmed_shore,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_026_05,5月9日08_00_5月9日17_00,train,start,2024-05-09 14:50:08,276.6874,3,2,274.6874,82.3333333333,source_time_gap,False,2024-05-09 14:43:38,35.92713,0,normal_operation,parent record window boundary; not claimed a complete voyage
train_parent_026_05,5月9日08_00_5月9日17_00,train,end,2024-05-09 16:07:08,43.846584,0,0,43.846584,58.05,arrival_before_long_stop,True,2024-05-09 16:07:38,43.988758,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_027_01,5月10日08_00_5月10日10_00,train,start,2024-05-10 08:30:41,36.05111,0,0,36.05111,83.5916666667,source_time_gap,True,2024-05-10 08:24:11,1.45195,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_027_01,5月10日08_00_5月10日10_00,train,end,2024-05-10 09:19:11,30.43727,0,0,30.43727,72.9083333333,arrival_before_long_stop,True,2024-05-10 09:19:41,30.72097,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_028_01,5月11日08_00_5月11日11_00,train,start,2024-05-11 08:45:16,34.71553,0,0,34.71553,96.8583333333,departure_after_long_stop,True,2024-05-11 08:44:46,31.43479,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_028_01,5月11日08_00_5月11日11_00,train,end,2024-05-11 10:19:46,4.937379,1.9,0,4.937379,67.7333333333,physical_inconsistency_negative_balance,False,2024-05-11 10:20:16,-21.894357,1.9,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_029_01,5月13日08_00_5月13日11_00,train,start,2024-05-13 08:57:50,36.49798,0,0,36.49798,97.0833333333,source_time_gap,True,2024-05-13 08:51:50,0.206309,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_029_01,5月13日08_00_5月13日11_00,train,end,2024-05-13 10:16:21,31.856766,0,0,31.856766,78.8583333333,source_time_gap,True,2024-05-13 10:24:21,0,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_030_01,5月14日12_00_5月14日19_00,train,start,2024-05-14 13:11:23,21.036086,3.3,74,-52.963914,92.5083333333,ambiguous_external_supply,False,2024-05-14 13:10:53,63.55264,0.6,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_030_01,5月14日12_00_5月14日19_00,train,end,2024-05-14 15:05:53,167.5265,7.7,183,-15.4735,77.825,physical_inconsistency_negative_balance,False,2024-05-14 15:06:23,-41.6722,6.81052631579,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_030_02,5月14日12_00_5月14日19_00,train,start,2024-05-14 16:42:23,57.49003,0,0,57.49003,80.3916666667,departure_after_long_stop,True,2024-05-14 16:41:53,57.76265,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_030_02,5月14日12_00_5月14日19_00,train,end,2024-05-14 18:29:23,29.240236,0,0,29.240236,64.475,invalid_power_alignment,True,2024-05-14 18:29:53,,0,invalid_power_alignment,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_031_01,5月15日08_00_5月15日17_00,train,start,2024-05-15 08:21:24,58.51098,0,0,58.51098,92.4416666667,source_time_gap,True,2024-05-15 08:14:54,1.304395,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_031_01,5月15日08_00_5月15日17_00,train,end,2024-05-15 08:32:54,65.46194,0,0,65.46194,91.4333333333,arrival_before_long_stop,True,2024-05-15 08:33:24,60.01561,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_031_02,5月15日08_00_5月15日17_00,train,start,2024-05-15 09:01:24,115.11556,0,39,76.11556,90.1833333333,ambiguous_external_supply,False,2024-05-15 09:00:55,34.833671,0,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_031_02,5月15日08_00_5月15日17_00,train,end,2024-05-15 11:07:55,101.12315,8.8,186,-84.87685,58.875,physical_inconsistency_negative_balance,False,2024-05-15 11:08:25,-50.0014,8.00555555556,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_031_03,5月15日08_00_5月15日17_00,train,start,2024-05-15 12:37:25,76.47492,3,172,-95.52508,77.4666666667,physical_inconsistency_negative_balance,False,2024-05-15 12:36:55,-35.1217,3,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_031_03,5月15日08_00_5月15日17_00,train,end,2024-05-15 12:54:25,67.8305,9.2,184,-116.1695,71.6416666667,physical_inconsistency_negative_balance,False,2024-05-15 12:54:55,-116.8717,6.7,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_031_04,5月15日08_00_5月15日17_00,train,start,2024-05-15 13:52:25,64.94461,0,0,64.94461,69.8,departure_after_long_stop,True,2024-05-15 13:51:55,64.24034,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_031_04,5月15日08_00_5月15日17_00,train,end,2024-05-15 14:04:25,106.18766,2.93333333333,72,34.18766,68.4083333333,physical_inconsistency_negative_balance,False,2024-05-15 14:04:55,-8.41118,2.9,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_031_05,5月15日08_00_5月15日17_00,train,start,2024-05-15 14:31:55,152.77549,0.3,73,79.77549,70.25,ambiguous_external_supply,False,2024-05-15 14:31:25,18.3348,0,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_031_05,5月15日08_00_5月15日17_00,train,end,2024-05-15 16:43:25,31.223152,0,0,31.223152,57.3916666667,source_time_gap,True,2024-05-15 16:50:25,0,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_032_01,5月17日08_00_5月17日18_00,train,start,2024-05-17 08:30:28,81.67635,0,0,81.67635,95.4916666667,departure_after_long_stop,True,2024-05-17 08:29:58,82.74448,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_032_01,5月17日08_00_5月17日18_00,train,end,2024-05-17 09:22:58,270.8018,9.22857142857,138,132.8018,82.5666666667,physical_inconsistency_negative_balance,False,2024-05-17 09:23:28,-64.5185,8.15,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_032_02,5月17日08_00_5月17日18_00,train,start,2024-05-17 09:24:28,37.91206,3.8619047619,138,-100.08794,82.75,physical_inconsistency_negative_balance,False,2024-05-17 09:23:58,-27.7068,4.3380952381,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_032_02,5月17日08_00_5月17日18_00,train,end,2024-05-17 09:46:58,253.061841,8.1,171,82.061841,79.575,physical_inconsistency_negative_balance,False,2024-05-17 09:47:28,-20.51231,7.86666666667,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_032_03,5月17日08_00_5月17日18_00,train,start,2024-05-17 09:48:58,6.6544,7.36,172,-165.3456,79.825,physical_inconsistency_negative_balance,False,2024-05-17 09:48:29,-20.6916,4.98,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_032_03,5月17日08_00_5月17日18_00,train,end,2024-05-17 10:16:28,171.72983,11.8,172,-0.27017,79.6083333333,physical_inconsistency_negative_balance,False,2024-05-17 10:16:58,-56.7655,11.98,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_032_04,5月17日08_00_5月17日18_00,train,start,2024-05-17 10:19:58,11.33904,6.12,76,-64.66096,79.9833333333,physical_inconsistency_negative_balance,False,2024-05-17 10:19:28,-8.65148,8.5,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_032_04,5月17日08_00_5月17日18_00,train,end,2024-05-17 11:20:28,71.78561,0,0,71.78561,75.3166666667,arrival_before_long_stop,True,2024-05-17 11:20:58,72.18555,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_032_05,5月17日08_00_5月17日18_00,train,start,2024-05-17 15:45:29,251.0577,2.49,0,251.0577,74.2083333333,source_time_gap,False,2024-05-17 15:39:29,1.39473,0,normal_operation,parent record window boundary; not claimed a complete voyage
train_parent_032_05,5月17日08_00_5月17日18_00,train,end,2024-05-17 16:30:29,59.95867,7.51052631579,137,-77.04133,65.7333333333,physical_inconsistency_negative_balance,False,2024-05-17 16:30:59,-6.3016,6.93,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_032_06,5月17日08_00_5月17日18_00,train,start,2024-05-17 16:31:29,88.684056,7.2,138,-49.315944,65.8333333333,physical_inconsistency_negative_balance,False,2024-05-17 16:30:59,-6.3016,6.93,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_032_06,5月17日08_00_5月17日18_00,train,end,2024-05-17 17:03:59,57.09339,0,0,57.09339,64.575,arrival_before_long_stop,True,2024-05-17 17:04:29,59.76392,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_033_01,5月20日08_00_5月20日18_00,train,start,2024-05-20 08:29:33,122.9589,0.2,0,122.9589,96.5083333333,source_time_gap,False,2024-05-20 08:21:33,4.740264,0,normal_operation,parent record window boundary; not claimed a complete voyage
train_parent_033_01,5月20日08_00_5月20日18_00,train,end,2024-05-20 10:28:33,63.7809,7,184,-120.2191,69.75,physical_inconsistency_negative_balance,False,2024-05-20 10:29:03,-62.8926,6.3,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_033_02,5月20日08_00_5月20日18_00,train,start,2024-05-20 11:47:33,38.27451,0,0,38.27451,70.025,departure_after_long_stop,True,2024-05-20 11:47:03,38.53597,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_033_02,5月20日08_00_5月20日18_00,train,end,2024-05-20 13:41:34,54.58861,8.5,105,-50.41139,65.0583333333,physical_inconsistency_negative_balance,False,2024-05-20 13:42:04,-29.0043,7.2,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_033_03,5月20日08_00_5月20日18_00,train,start,2024-05-20 15:25:34,88.668368,0,72,16.668368,69.6833333333,ambiguous_external_supply,False,2024-05-20 15:25:04,40.244163,0,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_033_03,5月20日08_00_5月20日18_00,train,end,2024-05-20 16:13:34,160.167888,7.795,106,54.167888,67.1666666667,physical_inconsistency_negative_balance,False,2024-05-20 16:14:04,-53.5939,6.78,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_033_04,5月20日08_00_5月20日18_00,train,start,2024-05-20 16:15:04,9.05486,3.5,105,-95.94514,67.3333333333,physical_inconsistency_negative_balance,False,2024-05-20 16:14:34,-34.16601,3.5,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_033_04,5月20日08_00_5月20日18_00,train,end,2024-05-20 17:08:04,36.887,0,0,36.887,63.2333333333,arrival_before_long_stop,True,2024-05-20 17:08:34,37.132115,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_034_01,5月21日05_00_5月21日11_00,train,start,2024-05-21 05:39:05,37.61634,0,0,37.61634,94.5,departure_after_long_stop,True,2024-05-21 05:38:35,38.64661,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_034_01,5月21日05_00_5月21日11_00,train,end,2024-05-21 07:43:05,96.7122,6.82,143,-46.2878,72.3083333333,physical_inconsistency_negative_balance,False,2024-05-21 07:43:35,-59.7659,5.18095238095,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_034_02,5月21日05_00_5月21日11_00,train,start,2024-05-21 08:26:35,58.8755,0,0,58.8755,72.2833333333,departure_after_long_stop,True,2024-05-21 08:26:05,58.41191,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_034_02,5月21日05_00_5月21日11_00,train,end,2024-05-21 10:34:35,37.400566,0,0,37.400566,47.2583333333,source_time_gap,False,2024-05-21 10:40:35,0,0,normal_operation,parent record window boundary; not claimed a complete voyage
train_parent_035_01,5月24日08_00_5月24日19_00,train,start,2024-05-24 08:15:12,59.93604,0,0,59.93604,97.0583333333,departure_after_long_stop,True,2024-05-24 08:14:42,53.03592,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_035_01,5月24日08_00_5月24日19_00,train,end,2024-05-24 09:46:12,478.8375,10.1285714286,185,293.8375,80.8916666667,physical_inconsistency_negative_balance,False,2024-05-24 09:46:42,-52.84439,10.3,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_035_02,5月24日08_00_5月24日19_00,train,start,2024-05-24 10:00:12,480.9268,3.86315789474,183,297.9268,79.35,physical_inconsistency_negative_balance,False,2024-05-24 09:59:42,-73.8264,3.92,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_035_02,5月24日08_00_5月24日19_00,train,end,2024-05-24 11:06:13,78.093,7.33,183,-104.907,65.4416666667,physical_inconsistency_negative_balance,False,2024-05-24 11:06:43,-67.5301,6.7,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_035_03,5月24日08_00_5月24日19_00,train,start,2024-05-24 12:38:13,49.28811,1.155,75,-25.71189,80.9416666667,ambiguous_external_supply,False,2024-05-24 12:37:43,14.99448,0.4,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_035_03,5月24日08_00_5月24日19_00,train,end,2024-05-24 13:09:43,69.52536,0,0,69.52536,75.4666666667,arrival_before_long_stop,True,2024-05-24 13:10:13,72.85024,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_035_04,5月24日08_00_5月24日19_00,train,start,2024-05-24 14:39:13,48.22973,0,0,48.22973,70.8333333333,departure_after_long_stop,True,2024-05-24 14:38:43,50.21981,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_035_04,5月24日08_00_5月24日19_00,train,end,2024-05-24 16:34:13,189.7055,8.4,72,117.7055,36.725,physical_inconsistency_negative_balance,False,2024-05-24 16:34:43,-26.89643,6.58,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_036_01,5月27日08_00_5月27日19_00,train,start,2024-05-27 08:18:50,43.67475,0,0,43.67475,97.4166666667,source_time_gap,True,2024-05-27 08:12:20,0.005005,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_036_01,5月27日08_00_5月27日19_00,train,end,2024-05-27 11:04:21,33.76749,0,0,33.76749,64.9,source_time_gap,True,2024-05-27 11:10:21,0,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_036_02,5月27日08_00_5月27日19_00,train,start,2024-05-27 16:40:21,123.261081,1.82,106,17.261081,71.9166666667,ambiguous_external_supply,False,2024-05-27 16:39:51,88.748678,0.478947368421,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_036_02,5月27日08_00_5月27日19_00,train,end,2024-05-27 17:58:51,33.23049,0,0,33.23049,60.375,arrival_before_long_stop,True,2024-05-27 17:59:21,32.80253,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_037_01,5月29日14_00_5月29日17_00,train,start,2024-05-29 14:21:56,54.62042,0,0,54.62042,93.9833333333,departure_after_long_stop,True,2024-05-29 14:21:26,53.92906,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_037_01,5月29日14_00_5月29日17_00,train,end,2024-05-29 15:14:26,330.195,8.84,73,257.195,82.9916666667,physical_inconsistency_negative_balance,False,2024-05-29 15:14:56,-1.16505,8.435,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_037_02,5月29日14_00_5月29日17_00,train,start,2024-05-29 15:30:56,6.26456,5.15714285714,75,-68.73544,83.9333333333,physical_inconsistency_negative_balance,False,2024-05-29 15:30:26,-0.0455,5.04,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_037_02,5月29日14_00_5月29日17_00,train,end,2024-05-29 16:25:27,50.090932,0,0,50.090932,81.6916666667,arrival_before_long_stop,True,2024-05-29 16:25:57,49.345452,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_038_01,5月30日05_00_5月30日17_00,train,start,2024-05-30 05:27:28,56.19465,0,0,56.19465,96.1583333333,departure_after_long_stop,False,2024-05-30 05:26:58,37.49217,0,normal_operation,parent record window boundary; not claimed a complete voyage
train_parent_038_01,5月30日05_00_5月30日17_00,train,end,2024-05-30 10:05:29,260.666,7.8,124,136.666,55.05,physical_inconsistency_negative_balance,False,2024-05-30 10:05:59,-68.86321,7.45,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_038_02,5月30日05_00_5月30日17_00,train,start,2024-05-30 13:50:59,55.4621,0,0,55.4621,69.9,departure_after_long_stop,True,2024-05-30 13:50:29,55.777024,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_038_02,5月30日05_00_5月30日17_00,train,end,2024-05-30 15:42:00,32.09988,7.32,92,-59.90012,49.1416666667,physical_inconsistency_negative_balance,False,2024-05-30 15:42:30,-14.75941,4.73333333333,physical_inconsistency_negative_balance,parent record window boundary; not claimed a complete voyage
train_parent_039_01,6月4日08_00_6月4日12_00,train,start,2024-06-04 08:51:42,35.04201,0,0,35.04201,92.275,departure_after_long_stop,True,2024-06-04 08:51:12,36.46614,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_039_01,6月4日08_00_6月4日12_00,train,end,2024-06-04 09:55:12,76.03441,1.9,163,-86.96559,81.8666666667,ambiguous_external_supply,False,2024-06-04 09:55:42,62.86608,0.1,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_039_02,6月4日08_00_6月4日12_00,train,start,2024-06-04 10:00:12,213.5268,0.61,171,42.5268,82.2333333333,ambiguous_external_supply,False,2024-06-04 09:59:42,83.99642,0.0277777777778,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_039_02,6月4日08_00_6月4日12_00,train,end,2024-06-04 10:59:42,64.10546,1.41428571429,169,-104.89454,82.825,ambiguous_external_supply,False,2024-06-04 11:00:12,70.3436,0.2,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_040_01,6月5日08_00_6月5日19_00,train,start,2024-06-05 08:21:44,43.87978,0,0,43.87978,93.1833333333,departure_after_long_stop,True,2024-06-05 08:21:14,43.70916,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_040_01,6月5日08_00_6月5日19_00,train,end,2024-06-05 08:43:14,81.56984,0.672222222222,72,9.56984,89.2916666667,ambiguous_external_supply,False,2024-06-05 08:43:44,62.53185,0.2,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_040_02,6月5日08_00_6月5日19_00,train,start,2024-06-05 08:45:14,109.51341,0.1,71,38.51341,89.3083333333,ambiguous_external_supply,True,2024-06-05 08:44:44,65.97739,0.1,ambiguous_external_supply,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_040_02,6月5日08_00_6月5日19_00,train,end,2024-06-05 09:18:44,76.1753,1.9,270,-193.8247,82.1166666667,ambiguous_external_supply,False,2024-06-05 09:19:14,78.0817,0.71,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_040_03,6月5日08_00_6月5日19_00,train,start,2024-06-05 09:32:14,536.0294,6.26666666667,336,200.0294,83.7,ambiguous_external_supply,False,2024-06-05 09:31:44,260.8333,0.94,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_040_03,6月5日08_00_6月5日19_00,train,end,2024-06-05 09:54:44,113.9812,1.7,336,-222.0188,82.3166666667,ambiguous_external_supply,False,2024-06-05 09:55:14,123.8763,0.485714285714,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_040_04,6月5日08_00_6月5日19_00,train,start,2024-06-05 10:10:14,280.4897,1.86,338,-57.5103,85.3833333333,ambiguous_external_supply,False,2024-06-05 10:09:44,163.3013,0.371428571429,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_040_04,6月5日08_00_6月5日19_00,train,end,2024-06-05 11:06:14,29.658278,0,0,29.658278,79.25,source_time_gap,True,2024-06-05 11:13:14,0,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
test_parent_041_01,6月6日10_00_6月6日21_00,test,start,2024-06-06 11:00:47,57.95534,0,0,57.95534,93.5916666667,departure_after_long_stop,True,2024-06-06 11:00:16,59.31584,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
test_parent_041_01,6月6日10_00_6月6日21_00,test,end,2024-06-06 13:12:17,47.46914,0,0,47.46914,58.125,arrival_before_long_stop,True,2024-06-06 13:12:47,47.66446,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
test_parent_041_02,6月6日10_00_6月6日21_00,test,start,2024-06-06 15:38:17,69.98369,0,0,69.98369,50.0583333333,departure_after_long_stop,True,2024-06-06 15:37:47,66.30906,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
test_parent_041_02,6月6日10_00_6月6日21_00,test,end,2024-06-06 17:35:47,28.88901,0,0,28.88901,37.5083333333,arrival_before_long_stop,True,2024-06-06 17:36:17,29.56703,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
validation_parent_042_01,6月7日00_00_6月7日24_00,validation,start,2024-06-07 09:11:48,50.8364,0,0,50.8364,62.65,departure_after_long_stop,True,2024-06-07 09:11:18,57.42922,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
validation_parent_042_01,6月7日00_00_6月7日24_00,validation,end,2024-06-07 11:15:18,54.87183,0,0,54.87183,60.3583333333,arrival_before_long_stop,True,2024-06-07 11:15:48,46.19347,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_043_01,6月11日08_00_6月11日11_00,train,start,2024-06-11 08:18:30,38.09984,0,0,38.09984,97.7083333333,source_time_gap,True,2024-06-11 08:11:30,2.137372,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
train_parent_043_01,6月11日08_00_6月11日11_00,train,end,2024-06-11 09:41:01,100.0491,1.3,297,-196.9509,81.475,ambiguous_external_supply,False,2024-06-11 09:41:31,93.2221,0,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_043_02,6月11日08_00_6月11日11_00,train,start,2024-06-11 09:46:31,378.55451,1.225,297,81.55451,82.275,ambiguous_external_supply,False,2024-06-11 09:46:01,243.25302,0.668421052632,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
train_parent_043_02,6月11日08_00_6月11日11_00,train,end,2024-06-11 10:39:31,30.086252,0,0,30.086252,69.55,source_time_gap,True,2024-06-11 10:46:31,0,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
stress_train_parent_044_01,6月12日14_00_6月12日17_00,stress_cases,start,2024-06-12 14:46:35,123.82339,0,98,25.82339,84.425,ambiguous_external_supply,True,2024-06-12 14:46:05,84.6683,0,ambiguous_external_supply,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
stress_train_parent_044_01,6月12日14_00_6月12日17_00,stress_cases,end,2024-06-12 16:08:05,88.96352,1.8,234,-145.03648,54.8416666667,ambiguous_external_supply,False,2024-06-12 16:08:35,75.19588,0.1,ambiguous_external_supply,parent record window boundary; not claimed a complete voyage
test_parent_045_01,6月13日08_00_6月13日14_00,test,start,2024-06-13 11:32:39,60.470632,0,0,60.470632,63.2666666667,departure_after_long_stop,True,2024-06-13 11:32:09,57.76306,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
test_parent_045_01,6月13日08_00_6月13日14_00,test,end,2024-06-13 13:43:39,31.49114,0,0,31.49114,55.2666666667,arrival_before_long_stop,True,2024-06-13 13:44:09,33.150902,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
validation_parent_046_01,6月14日08_00_6月15日18_00,validation,start,2024-06-14 09:11:14,44.29615,0,0,44.29615,97.0666666667,source_time_gap,True,2024-06-14 09:04:14,0,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
validation_parent_046_01,6月14日08_00_6月15日18_00,validation,end,2024-06-14 12:07:45,34.896915,0,0,34.896915,75.725,arrival_before_long_stop,False,2024-06-14 12:08:15,34.70525,0,normal_operation,parent record window boundary; not claimed a complete voyage
validation_parent_046_02,6月14日08_00_6月15日18_00,validation,start,2024-06-15 00:12:16,30.557793,0,0,30.557793,47.2666666667,departure_after_long_stop,True,2024-06-15 00:11:46,30.014453,0,normal_operation,observed AIS stationary prefix/suffix and sustained sailing; no zero-load requirement
