sample_id,parent_id,parent,assigned_split,split,relative_path,start_time,end_time,source_points_30s,natural_complete,start_boundary,end_boundary,inclusion_reason,start_speed_kn,end_speed_kn,max_speed_kn,measured_fc_zero_fraction,short_stop_count,stationary_duration_s,sailing_duration_s,alignment_repair_channel_count,alignment_repaired_power_points,onboard_charging_point_count,onboard_charging_duration_s,measured_start_soc_pct,measured_end_soc_pct,boundary_load_nonzero_reason,physical_feasibility,qa_plot,duration_s,point_count_1s,energy_kwh,mean_load_kw,median_load_kw,p90_load_kw,p95_load_kw,p99_load_kw,max_load_kw,start_load_kw,end_load_kw,above600_duration_s,above600_load_energy_kwh,above600_deficit_energy_kwh,low_load_duration_s,medium_load_duration_s,high_load_duration_s,delta_mean_kw_per_s,delta_std_kw_per_s,delta_abs_mean_kw_per_s,delta_abs_p90_kw_per_s,delta_abs_p95_kw_per_s,delta_abs_p99_kw_per_s,delta_abs_max_kw_per_s,difficulty_descriptor
validation_parent_022_01,parent_022,4月29日08_00_4月29日18_00,validation,validation,validation/validation_parent_022_01.csv,2024-04-29 08:27:07,2024-04-29 10:44:07,275,True,departure_after_long_stop,arrival_before_long_stop,complete_natural_voyage,0,0.1,10.7111111111,0.163636363636,0,390,7830,757,116,14,420,95.9,67.475,,feasible,,8220,8221,1055.69405101,462.347759565,447.677754849,639.558455252,659.891954101,717.509620655,742.0864,43.60398,40.04696,3132,554.281845105,32.2818451051,1170,345,6705,-0.000432727493917,1.46972202737,0.63520223455,1.31608741926,2.17393454888,7.42262727102,15.4673380377,not_test
train_parent_023_01,parent_023,4月30日08_00_4月30日15_00,train,train,train/train_parent_023_01.csv,2024-04-30 08:43:40,2024-04-30 10:51:10,256,False,departure_after_long_stop,ambiguous_external_supply,quality_verified_parent_window_operation,0,1.7,12.1,0.05078125,0,240,7410,430,6,25,751,89.475,63.0416666667,,feasible,,7650,7651,1164.01283743,547.770747028,626.476736533,753.686684532,790.279254444,817.398507587,835.2338,59.48961,98.0412,3994,770.862410566,105.195743899,996,506,6148,0.00503942352941,2.69451746444,1.14557032,2.92609595949,5.57709473082,11.4801445513,29.6046467595,not_test
train_parent_023_02,parent_023,4月30日08_00_4月30日15_00,train,train,train/train_parent_023_02.csv,2024-04-30 12:29:11,2024-04-30 14:09:41,202,False,ambiguous_external_supply,arrival_before_long_stop,quality_verified_parent_window_operation,1.34,0,14.5,0.0891089108911,0,240,5790,1088,200,4,89,60.0666666667,41.45,,feasible,,6030,6031,731.671240554,436.818651077,442.829381248,640.059735133,727.813564238,786.272055823,794.0837,170.3052,21.00454,1185,221.172705008,23.6727050077,765,865,4400,-0.0247596451078,1.7512477464,0.715207139967,1.18711982991,3.92554576858,9.02934329452,12.1246784093,not_test
test_parent_024_01,parent_024,5月7日08_00_5月7日18_00,test,test,test/test_parent_024_01.csv,2024-05-07 16:50:01,2024-05-07 17:03:31,28,True,departure_after_long_stop,arrival_before_long_stop,complete_natural_voyage,0,0,2.07619047619,1,0,540,270,232,28,0,0,49.675,48.875,onboard auxiliary load under vessel-side independent supply,feasible,metadata/qa_plots/test_parent_024_01.png,810,811,14.896917891,66.2085239601,65.1199602536,99.2733713739,119.947168105,130.503719938,131.14923,66.61604,31.63227,0,0,0,810,0,0,-0.0431898395062,0.724820401727,0.438349745679,1.2279767189,1.69470251619,2.39383349302,2.58590443123,lower_to_middle_relative_load
test_parent_025_01,parent_025,5月8日08_00_5月8日17_00,test,test,test/test_parent_025_01.csv,2024-05-08 14:11:05,2024-05-08 16:07:05,233,True,departure_after_long_stop,arrival_before_long_stop,complete_natural_voyage,0,0,13.5,0.068669527897,0,510,6450,2306,232,5,150,54.5166666667,39.6166666667,onboard auxiliary load under vessel-side independent supply,feasible,metadata/qa_plots/test_parent_025_01.png,6960,6961,650.685098336,336.56125776,347.847710838,420.570911344,431.97970148,666.521578,689.8862,47.57014,42.84741,213,39.1700644842,3.67006448415,895,4623,1442,-0.00067855316092,1.51900519542,0.602105381322,1.17736864926,1.99980884717,8.47977292555,17.5509476425,higher_mean_load
train_parent_026_01,parent_026,5月9日08_00_5月9日17_00,train,train,train/train_parent_026_01.csv,2024-05-09 08:20:37,2024-05-09 08:43:37,47,False,source_time_gap,ambiguous_external_supply,quality_verified_parent_window_operation,0,1.8,8.8,0.531914893617,0,241,1139,531,47,10,300,82.8083333333,80.5583333333,,feasible,,1380,1381,67.2946977129,175.551385338,131.735631078,307.53704,310.002111325,317.106902147,317.7246,44.01002,73.84364,0,0,0,804,576,0,0.0216185652174,1.00994906145,0.490389431884,1.34353349882,1.92835212399,5.67726484049,6.80114280284,not_test
train_parent_026_02,parent_026,5月9日08_00_5月9日17_00,train,train,train/train_parent_026_02.csv,2024-05-09 08:46:37,2024-05-09 09:25:38,79,False,ambiguous_external_supply,ambiguous_external_supply,quality_verified_parent_window_operation,0.2,1.9,8.3,0,0,30,2311,635,79,8,240,80.7083333333,76.6833333333,,feasible,,2341,2342,230.204995043,354.010244406,384.180749772,395.376449191,400.863750165,422.788811632,430.7589,172.864964,90.1218,0,0,0,249,1965,127,-0.0353452217001,1.3148169426,0.614897095258,1.25117865185,2.07165771852,5.75219187662,11.4574266178,not_test
train_parent_026_03,parent_026,5月9日08_00_5月9日17_00,train,train,train/train_parent_026_03.csv,2024-05-09 09:30:08,2024-05-09 09:54:38,50,False,ambiguous_external_supply,ambiguous_external_supply,quality_verified_parent_window_operation,0.552380952381,1.15,9.4,0,0,0,1470,250,50,10,300,77.1416666667,73.9583333333,,feasible,,1470,1471,158.740538205,388.752338461,398.333156323,577.394803842,589.659893517,614.627044663,624.2996,257.37508,72.5807,28,4.78020947476,0.113542808092,289,508,673,-0.125710462585,2.91208928711,1.30253620408,3.70636175666,6.05262736415,14.6857206399,19.5556342353,not_test
train_parent_026_04,parent_026,5月9日08_00_5月9日17_00,train,train,train/train_parent_026_04.csv,2024-05-09 10:05:38,2024-05-09 11:08:08,126,False,ambiguous_external_supply,confirmed_shore,quality_verified_parent_window_operation,2.1,0,11.9,0.18253968254,0,270,3480,630,126,0,0,75.1,67.25,,feasible,,3750,3751,277.005611466,265.925387007,315.809477343,341.319882561,348.594999487,389.744346964,414.9024,154.7785,31.069016,0,0,0,815,2907,28,-0.0329891957333,1.20826918147,0.477210990933,1.02260242963,2.07575056204,5.21409447831,13.0157297744,not_test
train_parent_026_05,parent_026,5月9日08_00_5月9日17_00,train,train,train/train_parent_026_05.csv,2024-05-09 14:50:08,2024-05-09 16:07:08,155,False,source_time_gap,arrival_before_long_stop,quality_verified_parent_window_operation,3,0,13.9,0.645161290323,0,90,4530,328,9,0,0,82.3333333333,58.05,,feasible,,4620,4621,480.457425137,374.382409198,403.858195377,700.807609244,725.374953308,749.083066609,790.421,276.6874,43.846584,566,112.575569629,18.2422362956,948,1166,2506,-0.0503984450216,3.35911651083,1.5070389961,4.55719366214,7.27357876389,12.6935974165,32.2949271778,not_test
train_parent_027_01,parent_027,5月10日08_00_5月10日10_00,train,train,train/train_parent_027_01.csv,2024-05-10 08:30:41,2024-05-10 09:19:11,98,False,source_time_gap,arrival_before_long_stop,quality_verified_parent_window_operation,0,0,12.2,1,0,209,2701,1154,98,0,0,83.5916666667,72.9083333333,,feasible,,2910,2911,196.751386606,243.403777245,316.574903741,335.41291816,338.981873888,385.811569223,390.6438,36.05111,30.43727,0,0,0,877,2033,0,-0.00192915463918,1.51711062453,0.708424787629,1.76599907812,2.72670946589,7.77491533708,10.6910084414,not_test
train_parent_028_01,parent_028,5月11日08_00_5月11日11_00,train,train,train/train_parent_028_01.csv,2024-05-11 08:45:16,2024-05-11 10:19:46,190,False,departure_after_long_stop,physical_inconsistency_negative_balance,quality_verified_parent_window_operation,0,1.9,13.195,1,0,90,5580,939,187,0,0,96.8583333333,67.7333333333,,feasible,,5670,5671,538.096937206,341.648849019,446.98137059,460.080693976,463.596416104,481.747792145,522.3934,34.71553,4.937379,0,0,0,1272,1065,3333,-0.00525187848325,1.68515222315,0.680101646384,1.46547413011,3.65056228917,8.6600262963,12.2370389823,not_test
train_parent_029_01,parent_029,5月13日08_00_5月13日11_00,train,train,train/train_parent_029_01.csv,2024-05-13 08:57:50,2024-05-13 10:16:21,158,False,source_time_gap,source_time_gap,quality_verified_parent_window_operation,0,0,10.78,1,0,420,4291,1126,158,0,0,97.0833333333,78.8583333333,,feasible,,4711,4712,338.210208725,258.449745576,250.490858563,373.774978288,453.871156774,515.254588779,534.6743,36.49798,31.856766,0,0,0,1255,3182,274,-0.000985186584589,2.04024531038,0.715631178094,1.24802002482,2.85495482424,11.7285467843,14.0471834815,not_test
train_parent_030_01,parent_030,5月14日12_00_5月14日19_00,train,train,train/train_parent_030_01.csv,2024-05-14 13:11:23,2024-05-14 15:05:53,230,False,ambiguous_external_supply,physical_inconsistency_negative_balance,quality_verified_parent_window_operation,3.3,7.7,11.4,0,0,0,6870,1146,223,7,180,92.5083333333,77.825,,feasible,,6870,6871,612.128802048,320.766184479,316.918779319,389.563675918,451.410853677,711.529393141,832.3463,21.036086,167.5265,217,42.9287621224,6.7620954557,256,6045,569,0.0213232043668,1.87540543245,0.676762525764,1.14030836282,2.07197296798,8.08404158412,19.406499814,not_test
train_parent_030_02,parent_030,5月14日12_00_5月14日19_00,train,train,train/train_parent_030_02.csv,2024-05-14 16:42:23,2024-05-14 18:29:23,215,False,departure_after_long_stop,invalid_power_alignment,quality_verified_parent_window_operation,0,0,13.2,0.153488372093,0,630,5790,541,16,0,0,80.3916666667,64.475,,feasible,,6420,6421,438.913938821,246.119965694,262.456533119,307.207069723,346.587495548,426.527055354,480.6122,57.49003,29.240236,0,0,0,922,5258,240,-0.00440027943925,1.31499625975,0.552604460748,1.07365654145,2.01841333881,5.37973866477,17.6636881659,not_test
train_parent_031_01,parent_031,5月15日08_00_5月15日17_00,train,train,train/train_parent_031_01.csv,2024-05-15 08:21:24,2024-05-15 08:32:54,24,False,source_time_gap,arrival_before_long_stop,quality_verified_parent_window_operation,0,0,2.27619047619,1,0,240,450,296,24,0,0,92.4416666667,91.4333333333,,feasible,,690,691,19.1517867135,99.9223654616,82.0115374163,160.008367264,194.763863994,216.608911489,218.0072,58.51098,65.46194,0,0,0,660,30,0,0.0100738550725,1.58502592881,1.07433794203,2.52726348403,3.54949531735,5.23221626074,5.52745103407,not_test
train_parent_031_02,parent_031,5月15日08_00_5月15日17_00,train,train,train/train_parent_031_02.csv,2024-05-15 09:01:24,2024-05-15 11:07:55,254,False,ambiguous_external_supply,physical_inconsistency_negative_balance,quality_verified_parent_window_operation,0,8.8,11.8,0,0,0,7591,1429,248,0,0,90.1833333333,58.875,,feasible,,7591,7592,907.610843875,430.430646548,341.6142468,658.924464084,666.576805519,686.47696247,710.7389,115.11556,101.12315,3206,577.754695131,43.4213617974,782,3492,3317,-0.00184328942168,1.81346319014,0.679990723225,1.21598913143,2.28685345245,7.68882640879,21.9873375982,not_test
train_parent_031_03,parent_031,5月15日08_00_5月15日17_00,train,train,train/train_parent_031_03.csv,2024-05-15 12:37:25,2024-05-15 12:54:25,35,False,physical_inconsistency_negative_balance,physical_inconsistency_negative_balance,quality_verified_parent_window_operation,3,9.2,12,0,0,0,1020,167,33,0,0,77.4666666667,71.6416666667,,feasible,,1020,1021,158.801113368,560.47451777,630.452795087,650.923281747,657.121103951,684.234246801,693.2423,76.47492,67.8305,722,127.862723422,7.52939008863,40,111,869,-0.00847492156863,3.81368381661,1.84835468627,7.37571366729,10.2048939012,14.6520224,15.2912281255,not_test
train_parent_031_04,parent_031,5月15日08_00_5月15日17_00,train,train,train/train_parent_031_04.csv,2024-05-15 13:52:25,2024-05-15 14:04:25,25,False,departure_after_long_stop,physical_inconsistency_negative_balance,quality_verified_parent_window_operation,0,2.93333333333,10.3,0.48,0,270,450,38,0,3,90,69.8,68.4083333333,,feasible,,720,721,31.0517292683,155.258646341,98.6691731692,295.404962964,303.362254377,315.14942374,316.8925,64.94461,106.18766,0,0,0,397,323,0,0.0572820138889,2.15837536467,1.07184170556,2.78724281052,5.484977627,10.1531628619,10.8132281674,not_test
train_parent_031_05,parent_031,5月15日08_00_5月15日17_00,train,train,train/train_parent_031_05.csv,2024-05-15 14:31:55,2024-05-15 16:43:25,264,False,ambiguous_external_supply,source_time_gap,quality_verified_parent_window_operation,0.3,0,11.775,0.185606060606,1,450,7440,1467,155,0,0,70.25,57.3916666667,,feasible,,7890,7891,365.348683707,166.699019182,161.904343819,226.54382349,267.943992573,460.222300182,475.5621,152.77549,31.223152,0,0,0,5487,2296,107,-0.0154058730038,1.20323850671,0.452823158682,0.727789933473,1.34957652027,6.06283865477,12.2301850851,not_test
train_parent_032_01,parent_032,5月17日08_00_5月17日18_00,train,train,train/train_parent_032_01.csv,2024-05-17 08:30:28,2024-05-17 09:22:58,106,False,departure_after_long_stop,physical_inconsistency_negative_balance,quality_verified_parent_window_operation,0,9.22857142857,11.1,0.349056603774,0,270,2880,376,26,0,0,95.4916666667,82.5666666667,,feasible,,3150,3151,305.466188619,349.104215565,261.93033251,787.797585791,804.662780685,831.62152325,839.676,81.67635,270.8018,478,101.24083713,21.5741704636,396,1867,887,0.0600398253968,2.84511717304,1.16712713968,2.91448017405,5.23636841606,14.3238691513,23.6824468385,not_test
train_parent_032_02,parent_032,5月17日08_00_5月17日18_00,train,train,train/train_parent_032_02.csv,2024-05-17 09:24:28,2024-05-17 09:46:58,46,False,physical_inconsistency_negative_balance,physical_inconsistency_negative_balance,quality_verified_parent_window_operation,3.8619047619,8.1,9.98571428571,0,0,0,1350,375,46,0,0,82.75,79.575,,feasible,,1350,1351,120.686377572,321.830340192,273.1602836,489.672235688,538.133947911,558.342782626,561.134,37.91206,253.061841,0,0,0,71,839,440,0.159370208148,2.49925627336,1.29296032667,3.39734412378,6.96465055892,10.2376986759,10.6548625985,not_test
train_parent_032_03,parent_032,5月17日08_00_5月17日18_00,train,train,train/train_parent_032_03.csv,2024-05-17 09:48:58,2024-05-17 10:16:28,56,False,physical_inconsistency_negative_balance,physical_inconsistency_negative_balance,quality_verified_parent_window_operation,7.36,11.8,12.3,0,0,0,1650,446,55,0,0,79.825,79.6083333333,,feasible,,1650,1651,82.7896825578,180.632034671,180.911441627,205.666693566,221.278182661,233.967656972,236.10431,6.6544,171.72983,0,0,0,1437,213,0,0.100045715152,1.14365355157,0.536653887273,0.946613780597,1.73807464919,6.38329691785,8.83668546746,not_test
train_parent_032_04,parent_032,5月17日08_00_5月17日18_00,train,train,train/train_parent_032_04.csv,2024-05-17 10:19:58,2024-05-17 11:20:28,122,False,physical_inconsistency_negative_balance,arrival_before_long_stop,quality_verified_parent_window_operation,6.12,0,6.78571428571,0.94262295082,0,150,3480,1405,121,0,0,79.9833333333,75.3166666667,,feasible,,3630,3631,88.2991797163,87.5694344294,91.7859575637,117.140798034,123.055374961,125.493845896,138.2634,11.33904,71.78561,0,0,0,3630,0,0,0.0166519476584,0.443241855036,0.207282549311,0.444782126598,0.713590157087,1.55389581037,4.81975214815,not_test
train_parent_032_05,parent_032,5月17日08_00_5月17日18_00,train,train,train/train_parent_032_05.csv,2024-05-17 15:45:29,2024-05-17 16:30:29,91,False,source_time_gap,physical_inconsistency_negative_balance,quality_verified_parent_window_operation,2.49,7.51052631579,11.2842105263,0.0769230769231,0,0,2700,455,91,5,150,74.2083333333,65.7333333333,,feasible,,2700,2701,231.446961,308.595948,222.078450933,640.7523944,645.955934677,693.9122854,712.2662,251.0577,59.95867,736,130.548233427,7.88156676059,928,935,837,-0.0707774185185,3.08255426867,1.05799897481,2.63948749985,4.42712075032,19.0571471353,28.0387379985,not_test
train_parent_032_06,parent_032,5月17日08_00_5月17日18_00,train,train,train/train_parent_032_06.csv,2024-05-17 16:31:29,2024-05-17 17:03:59,66,False,physical_inconsistency_negative_balance,arrival_before_long_stop,quality_verified_parent_window_operation,7.2,0,10.6,0.424242424242,0,330,1620,325,65,0,0,65.8333333333,64.575,,feasible,,1950,1951,60.4790651874,111.653658808,99.0444706537,239.400878822,255.289232526,265.194561529,266.3715,88.684056,57.09339,0,0,0,1720,230,0,-0.0162003415385,0.879149018231,0.456141089231,1.39528139745,2.40392967752,3.54949115174,3.75640070519,not_test
train_parent_033_01,parent_033,5月20日08_00_5月20日18_00,train,train,train/train_parent_033_01.csv,2024-05-20 08:29:33,2024-05-20 10:28:33,239,False,source_time_gap,physical_inconsistency_negative_balance,quality_verified_parent_window_operation,0.2,7,11.3,0.192468619247,0,0,7140,2373,238,38,1141,96.5083333333,69.75,,feasible,,7140,7141,755.480758202,380.914668001,417.276672523,608.139568669,617.247566089,627.524665497,643.564,122.9589,63.7809,1061,180.923255123,4.08992178943,1755,773,4612,-0.00828823529412,0.921018440806,0.475091051821,1.00898183704,1.65404210406,4.2565872,8.3399412,not_test
train_parent_033_02,parent_033,5月20日08_00_5月20日18_00,train,train,train/train_parent_033_02.csv,2024-05-20 11:47:33,2024-05-20 13:41:34,229,False,departure_after_long_stop,physical_inconsistency_negative_balance,quality_verified_parent_window_operation,0,8.5,10.6,0.0436681222707,0,180,6661,1626,224,0,0,70.025,65.0583333333,,feasible,,6841,6842,275.127656963,144.782862895,139.204554157,177.818868035,187.661093066,204.286104176,232.3673,38.27451,54.58861,0,0,0,6737,104,0,0.00238475369098,0.670891177953,0.251887279345,0.46009266963,0.694864882523,3.81703975828,7.53084937083,not_test
train_parent_033_03,parent_033,5月20日08_00_5月20日18_00,train,train,train/train_parent_033_03.csv,2024-05-20 15:25:34,2024-05-20 16:13:34,97,False,ambiguous_external_supply,physical_inconsistency_negative_balance,quality_verified_parent_window_operation,0,7.795,8.9,0,0,0,2880,214,27,3,90,69.6833333333,67.1666666667,,feasible,,2880,2881,119.20162959,149.002036987,162.527383689,170.808936379,198.46614344,222.091172424,253.9024,88.668368,160.167888,0,0,0,2737,143,0,0.0248262222222,0.799065717074,0.304119984722,0.479287046311,1.14829889804,4.27199927417,6.84168712379,not_test
train_parent_033_04,parent_033,5月20日08_00_5月20日18_00,train,train,train/train_parent_033_04.csv,2024-05-20 16:15:04,2024-05-20 17:08:04,107,False,physical_inconsistency_negative_balance,arrival_before_long_stop,quality_verified_parent_window_operation,3.5,0,8.70952380952,0.738317757009,0,330,2850,240,5,0,0,67.3333333333,63.2333333333,,feasible,,3180,3181,95.6372352674,108.268568227,125.16105363,170.062795821,173.25098732,178.933661131,194.4257,9.05486,36.887,0,0,0,3180,0,0,0.00875224528302,0.639021405289,0.243924452201,0.411880455585,0.958647811838,3.730103385,5.10816986873,not_test
train_parent_034_01,parent_034,5月21日05_00_5月21日11_00,train,train,train/train_parent_034_01.csv,2024-05-21 05:39:05,2024-05-21 07:43:05,249,False,departure_after_long_stop,physical_inconsistency_negative_balance,quality_verified_parent_window_operation,0,6.82,11,0.152610441767,0,240,7200,480,5,0,0,94.5,72.3083333333,,feasible,,7440,7441,707.103733376,342.146967763,305.375438272,469.476011268,478.248244438,798.314010796,813.522,37.61634,96.7122,293,60.3803166105,11.5469832771,531,4886,2023,0.00794299193548,1.56887046233,0.536433419355,0.971568355556,1.61933942163,6.08130013134,24.8803541733,not_test
train_parent_034_02,parent_034,5月21日05_00_5月21日11_00,train,train,train/train_parent_034_02.csv,2024-05-21 08:26:35,2024-05-21 10:34:35,257,False,departure_after_long_stop,source_time_gap,quality_verified_parent_window_operation,0,0,12.35,1,1,600,7080,1935,230,0,0,72.2833333333,47.2583333333,,feasible,,7680,7681,456.836195172,214.141966487,235.22649703,363.797549865,418.70067951,429.675909966,538.072,58.8755,37.400566,0,0,0,2767,4323,590,-0.00279621536458,1.34284756616,0.468562768229,0.881177914224,2.01948456315,6.47804351908,14.0347189252,not_test
train_parent_035_01,parent_035,5月24日08_00_5月24日19_00,train,train,train/train_parent_035_01.csv,2024-05-24 08:15:12,2024-05-24 09:46:12,183,False,departure_after_long_stop,physical_inconsistency_negative_balance,quality_verified_parent_window_operation,0,10.1285714286,11.2,0.546448087432,1,1530,3930,1368,167,4,120,97.0583333333,80.8916666667,,feasible,,5460,5461,399.552407459,263.441147775,231.881763003,493.711174441,499.638595607,550.946571973,579.8919,59.93604,478.8375,0,0,0,2481,1115,1864,0.0767218791209,1.95930514333,0.722341648352,1.64555102963,3.10809896308,9.07449113611,23.2974732167,not_test
train_parent_035_02,parent_035,5月24日08_00_5月24日19_00,train,train,train/train_parent_035_02.csv,2024-05-24 10:00:12,2024-05-24 11:06:13,133,False,physical_inconsistency_negative_balance,physical_inconsistency_negative_balance,quality_verified_parent_window_operation,3.86315789474,7.33,12.2,0,0,0,3961,1066,133,0,0,79.35,65.4416666667,,feasible,,3961,3962,457.78112872,416.059596918,453.711371437,502.257066667,668.0514144,680.004246696,695.7473,480.9268,78.093,268,50.0311767177,5.36451005108,589,355,3017,-0.101700025246,1.47918210058,0.71736272002,1.41195632593,2.37051998251,8.43186785831,11.400430118,not_test
train_parent_035_03,parent_035,5月24日08_00_5月24日19_00,train,train,train/train_parent_035_03.csv,2024-05-24 12:38:13,2024-05-24 13:09:43,64,False,ambiguous_external_supply,arrival_before_long_stop,quality_verified_parent_window_operation,1.155,0,10.2142857143,0.34375,0,240,1650,303,60,5,120,80.9416666667,75.4666666667,,feasible,,1890,1891,122.466312718,233.269167081,332.259930284,356.063089317,368.093111649,395.020557184,401.4556,49.28811,69.52536,0,0,0,762,1122,6,0.0107075396825,2.11484452109,0.958048765079,2.28070073009,4.58640239087,10.467648819,11.8781003119,not_test
train_parent_035_04,parent_035,5月24日08_00_5月24日19_00,train,train,train/train_parent_035_04.csv,2024-05-24 14:39:13,2024-05-24 16:34:13,231,False,departure_after_long_stop,physical_inconsistency_negative_balance,quality_verified_parent_window_operation,0,8.4,11.8,0.891774891775,0,270,6630,717,102,0,0,70.8333333333,36.725,,feasible,,6900,6901,541.052373043,282.288194631,285.061564909,382.093628484,404.652020736,465.249799801,479.9786,48.22973,189.7055,0,0,0,482,5971,447,0.0205037347826,1.27682301585,0.535314550435,1.07799511426,2.18232325926,5.18263198222,15.0746560415,not_test
train_parent_036_01,parent_036,5月27日08_00_5月27日19_00,train,train,train/train_parent_036_01.csv,2024-05-27 08:18:50,2024-05-27 11:04:21,332,False,source_time_gap,source_time_gap,quality_verified_parent_window_operation,0,0,10.3,0.822289156627,2,840,9091,2216,327,0,0,97.4166666667,64.9,,feasible,,9931,9932,653.806845237,237.005804335,228.965688889,375.025686706,383.691722297,540.269846936,610.4552,43.67475,33.76749,9,1.51666157412,0.0166615741196,2720,6906,305,-0.000997609505589,1.69024465806,0.744271972812,1.88784368257,3.49672481511,7.90827162456,18.5058133037,not_test
train_parent_036_02,parent_036,5月27日08_00_5月27日19_00,train,train,train/train_parent_036_02.csv,2024-05-27 16:40:21,2024-05-27 17:58:51,158,False,ambiguous_external_supply,arrival_before_long_stop,quality_verified_parent_window_operation,1.82,0,13.64,0.0759493670886,0,210,4500,622,50,7,210,71.9166666667,60.375,,feasible,,4710,4711,313.31543543,239.476765934,252.94115392,374.751487145,421.540592305,642.040443695,649.1603,123.261081,33.23049,113,20.0830646938,1.24973136048,1564,2778,368,-0.0191147751592,1.78742088054,0.820464963694,2.24012439855,4.4377655222,6.77957292419,15.0825358218,not_test
train_parent_037_01,parent_037,5月29日14_00_5月29日17_00,train,train,train/train_parent_037_01.csv,2024-05-29 14:21:56,2024-05-29 15:14:26,106,False,departure_after_long_stop,physical_inconsistency_negative_balance,quality_verified_parent_window_operation,0,8.84,9.7,0.311320754717,0,240,2910,1318,105,0,0,93.9833333333,82.9916666667,,feasible,,3150,3151,236.291421843,270.047339249,295.746369393,321.058617344,343.071217901,542.876357905,547.5729,54.62042,330.195,0,0,0,433,2570,147,0.0874839936508,1.4091175152,0.540250622222,0.991678222222,1.89974621697,8.54391727791,11.8112554199,not_test
train_parent_037_02,parent_037,5月29日14_00_5月29日17_00,train,train,train/train_parent_037_02.csv,2024-05-29 15:30:56,2024-05-29 16:25:27,110,False,physical_inconsistency_negative_balance,arrival_before_long_stop,quality_verified_parent_window_operation,5.15714285714,0,8.5,0.436363636364,0,90,3181,838,110,0,0,83.9333333333,81.6916666667,,feasible,,3271,3272,76.57703732,84.2792217524,73.6737174074,120.507099575,206.056109578,305.511464761,309.7006,6.26456,50.090932,0,0,0,3082,189,0,0.0133984628554,0.815308958503,0.356835787221,0.683099044559,1.36092962712,4.36968952245,6.04777959563,not_test
train_parent_038_01,parent_038,5月30日05_00_5月30日17_00,train,train,train/train_parent_038_01.csv,2024-05-30 05:27:28,2024-05-30 10:05:29,557,False,departure_after_long_stop,physical_inconsistency_negative_balance,quality_verified_parent_window_operation,0,7.8,11.3666666667,0.554757630162,1,2610,14071,2680,409,0,0,96.1583333333,55.05,,feasible,,16681,16682,955.989781959,206.316360833,144.301946163,474.097602936,533.992547227,619.962523911,622.9324,56.19465,260.666,514,87.546391214,1.8797245473,8829,4990,2862,0.0122577393442,0.831556936328,0.391088794317,0.997121972048,1.58155303941,3.68137129481,8.10215922185,not_test
train_parent_038_02,parent_038,5月30日05_00_5月30日17_00,train,train,train/train_parent_038_02.csv,2024-05-30 13:50:59,2024-05-30 15:42:00,223,False,departure_after_long_stop,physical_inconsistency_negative_balance,quality_verified_parent_window_operation,0,7.32,11.8761904762,0.0403587443946,0,240,6421,1984,223,0,0,69.9,49.1416666667,,feasible,,6661,6662,522.391827806,282.331568849,326.103802082,368.83519683,392.16021816,405.269881955,424.2155,55.4621,32.09988,0,0,0,1498,5058,105,-0.00350731421708,1.21205554648,0.567242795076,1.31579102011,2.5269158014,5.96266296218,10.6603762279,not_test
train_parent_039_01,parent_039,6月4日08_00_6月4日12_00,train,train,train/train_parent_039_01.csv,2024-06-04 08:51:42,2024-06-04 09:55:12,128,False,departure_after_long_stop,ambiguous_external_supply,quality_verified_parent_window_operation,0,1.9,8.7,0.3203125,0,240,3570,220,2,8,240,92.275,81.8666666667,,feasible,,3810,3811,272.756897248,257.723052518,296.011633431,317.110685826,364.835811278,381.257808598,385.3275,35.04201,76.03441,0,0,0,706,3104,0,0.010759160105,0.887002708494,0.446986236745,1.30281497149,2.19261869037,3.83428772582,5.58231173797,not_test
train_parent_039_02,parent_039,6月4日08_00_6月4日12_00,train,train,train/train_parent_039_02.csv,2024-06-04 10:00:12,2024-06-04 10:59:42,120,False,ambiguous_external_supply,ambiguous_external_supply,quality_verified_parent_window_operation,0.61,1.41428571429,9.45,0,0,0,3570,413,28,79,2370,82.2333333333,82.825,,feasible,,3570,3571,135.498765747,136.637410837,115.534291319,208.667756974,260.874882629,384.353506952,427.785305,213.5268,64.10546,0,0,0,3184,359,27,-0.0418547170868,1.01976727197,0.468667994958,1.23872149932,2.76227883852,4.66893698592,5.57088493361,not_test
train_parent_040_01,parent_040,6月5日08_00_6月5日19_00,train,train,train/train_parent_040_01.csv,2024-06-05 08:21:44,2024-06-05 08:43:14,44,False,departure_after_long_stop,ambiguous_external_supply,quality_verified_parent_window_operation,0,0.672222222222,10.2,0.613636363636,0,270,1020,362,44,4,120,93.1833333333,89.2916666667,,feasible,,1290,1291,77.2078835417,215.463861047,130.998476627,425.562652055,427.89503749,431.704707321,433.6191,43.87978,81.56984,0,0,0,698,273,319,0.0292171007752,1.72538153143,0.853627689922,1.85481153598,4.2189371736,7.99386917733,8.39826791831,not_test
